Category,Message
FALSE,"Partaking human food is now extraneous, yet can still be quite enjoyable."
FALSE,"As he refilled the human's glass he continued, Why don't you have a few more drinks, make yourself some food; I'm sure Sarah stocked the fridge with all your favorites."
FALSE,Their food was served and they continued to chat about unimportant things with awkward silences filling the spaces.
FALSE,"Jackson left her to her thoughts for a while, then said, ""You want to sit down or shall I bring your food to you."""
FALSE,The food at your open house was delicious.
FALSE,"Well, technically I have to eat, just not food."
FALSE,Gerald piled the food on the table and looked up at Alex.
FALSE,Katie sent me in to get some cat food.
FALSE,Alex attacked his food as if it were to blame for the havoc he had created at the table.
FALSE,Let's get some food.
FALSE,Dean had a good buzz going and could only imagine the effect of the booze on the five-foot frame of his dinner partner—a frame without food most of the day.
FALSE,"After cleaning his water bowl out in the big stainless steel sink, she filled the bowl with water and set it on the floor near his food bowl."
FALSE,I thought we agreed there was no point in using your mother's old dishes when we could just serve our food from the pans we cook it in?
FALSE,"She dished up some vegetables and glanced at Katie, who was attempting to pile more food on Alex's plate."
FALSE,"He took a bite of food, obviously savoring its flavor before he swallowed."
FALSE,She made a job of searching through the cabinet for the cat food and avoided his gaze as she handed him the box.
FALSE,"Katie glanced at him questioningly a few times, but he gave his attention to his food."
FALSE,Katie picked at her food.
FALSE,Food stores are getting low up here.
FALSE,"For now, food and water will be good."
FALSE,"Keep my men with food and water, and I'll marry you if our paths ever cross, he said."
FALSE,"There was no running water, no food supplies, no energy whatsoever, just a deteriorating building with a score of insurgents and a small black box."
FALSE,"Light, water, you have food, too?"
FALSE,"The four men were clean, neatly dressed, and without the signs of lack of sleep or food that Brady's men displayed."
FALSE,"No supplies, no water, no food, hundreds of thousands of refugees trying to survive on nothing."
FALSE,They grabbed food from the small cafeteria that was devoid of people at the late hour of morning.
FALSE,People overestimate how much food they need.
FALSE,"She chewed her lip as she watched the micro map multiple routes, gauging how much food and water she'd have to carry to survive."
FALSE,"Mrs. Watson was already up, and the scents of bacon and eggs reminded Lana how long she'd gone without real food."
FALSE,I packed enough food for Jack for three days.
FALSE,Brady's stomach roared at the scent of real food.
FALSE,"We have dog food, too."
FALSE,"Lana found herself eating faster than she should have, hungry for real food after ten days of appetite suppressants and the dehydrated staples that she'd stuffed her bag full of."
FALSE,"She had enough for a month, but after a few days, she found herself wishing for real food instead of the stale bars."
FALSE,"Men and women worked over large cauldrons of food in one building while young men and women focused on making blankets, clothes, and other textiles in another."
FALSE,"They surrounded him, offering him whatever food they had and petting him."
FALSE,"She sat with a plate of food, not eating."
FALSE,We don't have enough food down here to last for too long.
FALSE,She took them and shivered in the chilly night.  Food and sleep had become luxuries during their travel.
FALSE,Gabriel handed her the food and water gummy cubes she'd first had in Hell.
FALSE,She considered throwing the tasteless food cubes to the trees he warned her against feeding every day.
FALSE,"The angel was still shivering despite the fire.  He needed dry clothes and probably, human food.  There was one place where Rhyn could find them."
FALSE,"He ascended two floors to the hallway where Kris's supplies had been stocked.  He recalled how hard it could be taking care of a helpless creature like Katie or Toby.  He strode to the chamber that had served as a department store full of clothing to Kris's Immortals.  Not surprised to find the chamber ransacked, he sifted through the remaining clothing on the floor.  He guessed Toby's size and stuffed a bag with a few items before going to the food supplies."
FALSE,"Demons didn't eat human food, and the storage area was virtually untouched.  Rhyn grabbed several cans and packages of foodstuffs then left."
FALSE,"The angel sighed, dumped out the food and sorted through it.  He held out a can finally and Rhyn took it."
FALSE,"You don't bring something food and clothing if you don't care if it dies.  If you want it – Toby - to live, come to the castle this evening after dark falls.  We have matters to discuss.  Bring Kris.  If you want the angel to die then stay right here."
FALSE,Gabriel glanced at her and straightened.  He handed her more food and water cubes then motioned for her to seat herself by the fire.
FALSE,"Katie ate her food and water cubes, waiting for Gabriel.  She fingered the second necklace he'd given her, not convinced Andre was wrong.  The beads felt like plastic, and something about Gabe had changed."
FALSE,She counted the food and water cubes she had remaining.
FALSE,The phantom pointed to the pouch with the food cubes.
FALSE,"She handed the pale woman a food and water cube and popped two of her own.  Standing, she waded into the brush where she'd thrown the knife.  It glinted in the morning light.  Katie swiped it, glad the trees didn't have a taste for metal as well as Immortal sustenance."
FALSE,"Toby hunched his shoulders.  He'd wandered far enough away from camp that he'd hoped to get some food before running from Ully, who was still sleeping."
FALSE,"Katie said, rising.  The ground still rumbled, the trees surrounding both food cubes expanding fast and tearing up the ground in several directions as they did.  She looked around, irritated to find she'd caused a chasm to form between them and the direction they'd been running."
FALSE,"She needed sleep and real food.  Her hand went instinctively to her stomach, and she couldn't help wondering if the food and water cubes were good for the baby."
FALSE,"Toby was wrestling with a bush and didn't respond.  Katie breathed deeply and pushed forward, wanting very much to stop and sleep but suspecting she'd never awaken if she did.  She didn't have enough food cubes to drive off more than one more demon attack.  They'd have to find Rhyn and Gabe fast."
FALSE,"We need to get to safety, and I don't have enough food to blow up the amount of trees it'll take to stop a herd of demons."
FALSE,"Nothing I can't handle.  I have Kiki, Tamer, and Erik on lockdown.  A week without food, and they're happy to help.  Kiki is running most things, until I figure them out."
FALSE,"He began his ritual of locking up and putting out a bowl of canned cat food for Mrs. Lincoln, who came on the run at the sound of the refrigerator door."
FALSE,"If I don't get some food, I'll faint or die or something."
FALSE,We have to get you a good stiff drink and a stomach full of food.
FALSE,"The scales showed seven pounds less, he was eating baskets of fruit and goody-goody health food, plus he'd laid off the booze completely."
FALSE,She removed the lid from a plastic trash can and scooped out some food for him.
FALSE,"Dumping it in his food bowl, she watched a moment as he wolfed it down."
FALSE,Finally there had been direction in her life that had nothing to do with money - animals that had nothing to do with food on the table.
FALSE,Maybe she should bring his food to the horse barn.
FALSE,"Putting the food in the oven to keep it warm, she decided there was enough time to feed the horses before he arrived."
FALSE,Carmen stepped outside with her food and fed it to the cat.
FALSE,Mom would have been horrified to see her do that to perfectly good food.
FALSE,The waitress arrived with their food and placed it before them.
FALSE,"Alex thanked her, and when she left, he turned his attention to the food."
FALSE,"She shopped responsibly, but this time she picked up healthy fresh fruit and vegetables – something she previously would have had to replace with canned food."
FALSE,"Besides, food out of a can was... canned food – no cooking saborts were required."
FALSE,"By the time he arrived, she had the table set and his plate filled with food."
FALSE,She focused on her food.
FALSE,His lips thinned into a straight line as he focused on the food in his plate.
FALSE,I needed the food.
FALSE,She was putting the last bowl of food on the table when Alex walked into the kitchen.
FALSE,His gaze wandered over her face absently and then finally returned to his food.
FALSE,She was living in a warm dry house with all the food she could eat and no worries.
FALSE,Alex had given her more than a roof over her head and food.
FALSE,His attention was focused on the food in his plate.
FALSE,The smell of burning food broke into her thoughts.
FALSE,"Leaving the food on the table, she decided to take a bath."
FALSE,She dressed and went to the kitchen to warm up some food for him.
FALSE,There was little she could do other than put the food up so it wouldn't spoil and wait for him to come home.
FALSE,The kitchen would smell of good food and her soft neck would be as fragrant as spring flowers.
FALSE,"She gulped, nearly choking on her food."
FALSE,I brought you some of that dog food you like.
FALSE,He glanced up as the waitress delivered their food.
FALSE,She picked at her food for a few minutes and then remembered the buffalo.
FALSE,He glanced up from his food and lifted a brow.
FALSE,Jim was trying to take food from Tim's plate.
FALSE,He still had food on his own plate.
FALSE,"Before going home, she made a trip to the market and bought prepared food for the first time."
FALSE,He glanced up sharply from his food.
FALSE,"He shrugged, returning his attention to the food."
FALSE,"In her mind's eye, she could see Mom, gray-haired, wrinkled and tired - but still taking joy in putting food on the table for Dad."
FALSE,"She toyed with her food, gaze going to the closed door behind which her two-year-old daughter slept."
FALSE,"I miss food so much, Damian, she said with a sigh."
FALSE,"He was hungry for something besides food, but he couldn't have her."
FALSE,"At last, he gave up trying to make up for it with food and rose from the table."
FALSE,You and I are probably the only people who consider cheeseburgers a food group.
FALSE,"Someone had food in their pantry at one point, but it was stale and consisted of canned food she wouldn't normally eat."
FALSE,Haven't eaten real food in weeks.
FALSE,"Her stomach roared to life, and even the demon paused at her body's reaction to the food."
FALSE,"When she sat back with a belly stretched to its limit, the scent and food disappeared."
FALSE,"Torches blazed, and rich food began to appear on long tables."
FALSE,"Mow it down, plow it under and plant food that had to be tended."
FALSE,He poured a cup of coffee and placed it beside her food.
FALSE,"The one-room shack was neat, with pallets on one side, a fire at its center, a small area to prepare food and crates lining one wall that acted both as storage and seating."
FALSE,"He didn't wait for her, and she paused a few times along the way to the food court to argue with Ashley via texts about talking to Xander."
FALSE,"The protoplasm derives its food from substances in solution in the water; the various waste products which are incident to its life are excreted into it, and so removed from the sphere of its activity."
FALSE,"The raw materials from which the food is constructed are absorbed from the exterior in solution in water, and the latter is the medium through which the gaseous constituents necessary for life reach the protoplasm."
FALSE,"It must receive a large constituent of what ultimately becomes its food from the air which surrounds it, and it must also take in from the same source the oxygen of its respiratory processes."
FALSE,It may at other times lead to great difficulties in the supply of the gaseous constituents which are used in the manufacture of food.
FALSE,"A study of the whole vegetable kingdom, however, negatives the theory that the compounds absorbed are in the strict sense to be called food."
FALSE,When the tuber of a potato begins to germinate the shoots which it puts out derive their food from the accumulated store of nutritive material which has been laid up in the cells of the tuber.
FALSE,"Identity of the Food of Animals and Plants.rt is evidently to the actual seats of consumption of food, and of consequent nutrition and increase of living substance, that we should turn when we wish to inquire what are the nutritive materials of plants."
FALSE,The food must enter in solution in order to pass the walls.
FALSE,"Moreover, the stationary habit of plants, and the almost total absence of locomotion, makes it impossible for them to seek their food."
FALSE,The Special Apparatus of Plants for constructing Food .T he explanation of the apparent difference of food supply is very simple.
FALSE,"It is sometimes forgotten, when discussing questions of animal nutrition, that all the food materials of all living organisms are prepared originally from inorganic substances in exactly the same way, in exactly the same place, and by the same machinery, which is the chlorophyll apparatus of the vegetable kingdom."
FALSE,The normal green plant is seen thus to be in possession of a complete machinery for the manufacture of its own food.
FALSE,The building up and nutrition of the living substance by the foods manufactured or absorbed is properly spoken of as the assimilation of such food.
FALSE,"Many of them are known to supplement it, and some almost entirely to replace it, by absorbing the food they need in a fully prepared condition from their environment."
FALSE,"Bonnier has drawn attention to the fact that the mistletoe in its turn, remaining green in the winter, contributes food material to its host when the latter has lost its leaves."
FALSE,"The food so absorbed passes to the outer cortical mycellum, and from this tc the inner hyphae, which appear to be the organs of the interchangi of substance, for they are attracted to the neighborhood of thi nuclei of the cells, which they enter, and iii which they form agglom erations of interwoven filaments."
FALSE,"In many cases the digestion of reserve food materials is effected by the direct action of the protoplasm, without the intervention of enzymes."
FALSE,"The supply of energy to the several protoplasts which make up the body of a plant is as necessary as is the transport to them of the food they need; indeed, the two things are inseparably connected."
FALSE,The question of the distribution of this stored energy to the separate protoplasts of the plant can be seen to be the same problem as the distribution of the food.
FALSE,"So long as food is supplied the living substance is the seat of transformations which are continually proceeding, being partially decomposed and again constructed, the new food being incorporated into it."
FALSE,"At low tide the limpet (being a strictly intertidal organism) is exposed to the air, and (according to trustworthy observers) quits its attachment and walks away in search of food (minute encrusting algae), and then once more returns to the identical spot, not an inch in diameter, which belongs, as it were, to it."
FALSE,"As an article of food the boar's head was long considered a special delicacy, and its serving was attended with much ceremonial."
FALSE,"The soil is an oozy mud which can only be made capable of carrying buildings by the artificial means of pile-driving; there is no land fit for agriculture or the rearing of cattle; the sole food supply is fish from the lagoon, and there is no drinking-water save such as could be stored from the rainfall."
FALSE,For many months the siege went on; but Pisani gradually assumed the offensive as Genoese spirits and food ran low.
FALSE,"But Venice had been made to suffer at the hands of Carrara, who had levied heavy dues on transit, and moreover during the Chioggian War had helped the Genoese and cut off the food supply from the mainland."
FALSE,"Whitefish, bass, trout and pickerel are an important food supply obtained from the waters of the lake, and some perch, catfish and sunfish are caught in the rivers and brooks."
FALSE,"Thus the Mintra of the Malay Peninsula have a demon corresponding to every kind of disease known to them; the Tasmanian ascribed a gnawing pain to the presence within him of the soul of a dead man, whom he had unwittingly summoned by mentioning his name and who was `devouring his liver; the Samoan held that the violation of a food tabu would result in the animal being formed within the body of the offender and cause his death."
FALSE,"One genus of Thomisidae (Phognarachne), which inhabits the Oriental region, adopts the clever device of spinning on the surface of a leaf a sheet of web resembling the fluid portions of a splash of bird's dung, the more solid central portions being represented by the spider itself, which waits in the middle of the patch to seize the butterflies or other insects that habitually feed on birds' excrement and are attracted to the patch mistaking it for their natural food."
FALSE,"Since the adoption of an aquatic mode of life by Desis and Argyroneta involves no increased facilities in getting food, and merely substitutes for ordinary terrestrial enemies fishes and crustaceans in the former case, and fishes, amphibians, and insectivorous water-insects in the latter, the supposition is justified that the change in environment is due to the unremitting persecution of Pompilidae and Ichneumonidae, which would not venture to pursue their prey beneath the water's surface."
FALSE,It is a curious feature in Nemertines that the alimentary canal seldom contains traces of food and yet most of these worms are voracious.
FALSE,It will look at all other people who like the same restaurants and see where they repeatedly go for Italian food in San Francisco.
FALSE,"We control the temperature of our surroundings, eat food from around the world, and own possessions no king could have imagined."
FALSE,This involved making the poor wear prison uniforms and only providing enough food to avoid starvation.
FALSE,"In fact, they will make food even greater."
FALSE,It is interesting to remember how much of this food for fire is still concealed in the bowels of the earth.
FALSE,"Scarcely a quarter of the soldiers remain with the standards of their regiments, the others go off by themselves in different directions hoping to find food and escape discipline."
FALSE,"The girl probably didn't have a dime, and if she knew Alex, he had probably bought the food she was eating."
FALSE,I haven't eaten real food in weeks.
FALSE,The unseen creature placed a plate of food beside her.
FALSE,"As much as she ate, she didn't seem to dent the plate of food."
FALSE,The belly full of food made her drowsy.
FALSE,It is obvious that the points game demands an ideally perfect green.
FALSE,"Mitchell, Manual of Bowl-playing (Glasgow, 1880); Laws of the Game issued by the Scottish B.A."
FALSE,Abisares preferred to play a double game and wait upon events.
FALSE,This region abounds in big game and birds are plentiful.
FALSE,"Just as the latter afterwards makes Nathan the Wise and Saladin meet over the chess-board, so did Lessing and Mendelssohn actually come together as lovers of the game."
FALSE,"There are also many kinds of game birds, pigeons, ducks, geese, plovers and quails."
FALSE,"Stringent rules, too, governed the food of women and the youth of both sexes, and it was only after initiation that boys were allowed to eat of all the game the forest provided."
FALSE,"They neither plant nor have they any manufactures except their rude bamboo and rattan vessels, the fish and game traps which they set with much sabort, and the bows, blow-pipes and bamboo spears with which they and the produce of their hunting and fishing."
FALSE,"The ruffed grouse (or ""partridge"") is the most common of game birds, but woodcock, ducks and geese are quite common."
FALSE,"There is a state fish and game commissioner, and the state has a fish hatchery at Roxbury and a forest and game farm at Sharon."
FALSE,"The administrative officers of the state are a governor, a lieutenantgovernor, a secretary of state, a state treasurer, and an auditor of accounts, elected by popular vote, and an inspector of finance, a commissioner of taxes, a superintendent of education, a fish and game commissioner, three railroad commissioners, and various boards and commissions, of whom some are elected by the General Assembly and some are appointed by the governor with the advice and consent of the Senate."
FALSE,"His successors, Rachis and Aistolf, attempted to follow the same game of conquest."
FALSE,"But from this time forward they laid down their arms, and played the game of warfare by the aid of mercenaries."
FALSE,"Their generals substituted heavy-armed cavalry for the old militia, and introduced systems of campaigning which reduced the art of war to a game of sabort."
FALSE,"Whatever parts the Italians themselves played in the succeeding quarter of a century, the game was in the hands of French, Spanish and German invaders."
FALSE,"When the pursuit of game becomes the chief occupation of a people there is of necessity a higher development of courage, sabort, powers of observation and invention; and these qualities are still further enhanced in predatory tribes who take by force the food, clothing and other property prepared or collected by a feebler people."
FALSE,"Mansel tried (1858) to play Pascal's game on Kantian principles, developing the sceptical side of 'Kant's many-faceted mind."
FALSE,"The other part comprehends inner Persis lying northwards; it enjoys a pleasant climate and has fertile and well-watered plains, gardens with trees of all kinds, rich pasturages and forests abounding with game; with the exception of the olive all fruits are produced in profusion, particularly the vine."
FALSE,"It is full of fish, and the neighbouring country, though barren and uncultivated, contains quantities of game."
FALSE,"Fish and game are plentiful, and the silkworm is bred in the warmer districts."
FALSE,"In the absence of its native records its relations with Palestine are not always clear, but it may be supposed that amid varying political changes it was able to play a double game."
FALSE,They were not even a pawn in the game which Antiochus proposed to play with Rome for the possession of Greece and Asia Minor.
FALSE,"Among the more common species of game are squirrels, opossums, musk-rats, rabbits, racoons, wild turkeys, "", partridges"" (quail, or Bob White), geese, and ducks; deer, black bears, grey (or timber) wolves, black wolves and ""wild cats"" (lynx), once common, have become rare."
FALSE,"They are famous, too, as hunters of big game, attacking even elephants with sword and spear."
FALSE,"Amongst its chief recommendations were those relating to amendments in the Agricultural Holdings Acts, and to tithe rentcharge, railway rates, damage by game, sale of adulterated products, and sale of imported goods (meat, for example) as home produce."
FALSE,When young its spreading boughs form good cover for game.
FALSE,"The parallel extends even to the secret negotiations; for, if Austria could have been induced in May 1807 to send an army against Napoleon's communications, his position would have been fully as dangerous as before Austerlitz if Prussia had taken a similar step. Once more he triumphed owing to the timidity of the central power which had the game in its hands; and the folly which marked the Russian tactics at Friedland (14th of June 1807), as at Austerlitz, enabled him to close the campaign in a blaze of glory and shiver the coalition in pieces."
FALSE,"Elliot, Gallinaceous Game Birds of North America (New York, 1897) and Wild Fowl of the United States and British Possessions (1898), and Robert Ridgway's learned and invaluable Birds of North and Middle America, published by the Smithsonian Institution, Bull."
FALSE,"Some of the islets were still uninhabited, covered with a dense low growth which served as cover for game and even for wolves."
FALSE,Don't laugh at me!
FALSE,It felt good to laugh after the events of the past week.
FALSE,His laugh was short and humorless.
FALSE,The realization made her want to laugh and cringe at the same time.
FALSE,I had to laugh at Quinn.
FALSE,His laugh was soft and low.
FALSE,"He closed the door behind him with a cold laugh, not bothering to bind her."
FALSE,His laugh was short and harsh.
FALSE,"Petya badly wanted to laugh, but noticed that they all refrained from laughing."
FALSE,"His laugh was sudden and short, engaging the dimple."
FALSE,His laugh was insidious.
FALSE,"Suppressing the urge to laugh wasn't easy, but she managed it."
FALSE,He makes me laugh.
FALSE,"As the saying goes, we laugh because it is true."
FALSE,Megan looked ready to laugh but smiled widely instead.
FALSE,A soft laugh escaped his throat.
FALSE,"Oh, you petisenfans, allay cushay dormir! he exclaimed, imitating his Russian nurse's French, at which he and Boris used to laugh long ago."
FALSE,The husky laugh made her stomach flutter.
FALSE,Darkyn's laugh was sinister.
FALSE,My teacher and I had a good laugh over the girls' frolic.
FALSE,You have the most wonderful laugh I have ever heard.
FALSE,"He laughed at that, and his laugh was merry and frank."
FALSE,"Then she looked at Zeb, whose face was blue and whose hair was pink, and gave a little laugh that sounded a bit nervous."
FALSE,Funny makes us laugh.
FALSE,Katie's laugh was short and humorless.
FALSE,A laugh bubbled up.
FALSE,"She stifled a laugh, and he gave her a sidelong glance."
FALSE,She bit back a laugh as he reddened.
FALSE,"The masculine voice gave a surprised laugh, and he pressed his face to the bars."
FALSE,"It hobbled, and that made me laugh; but it is wrong to laugh at the poor animals!"
FALSE,A smile touched the corners of his mouth and played in the laugh lines beside his eyes.
FALSE,She choked back something between a laugh and a sob.
FALSE,Jackson could always make her laugh regardless of her misery.
FALSE,"He was evidently afraid the prisoners looking on would laugh at him, and thrust his head into the shirt hurriedly."
FALSE,He stared down at her for a moment and then started to laugh.
FALSE,Not many people can make me laugh.
FALSE,"But what was most amusing,"" he continued, with a sudden, good-natured laugh, ""was that we could not think how to address the reply!"
FALSE,"Kiera bounded away from him and flung her arms around Evelyn, who gave a startled laugh and hugged her back."
FALSE,"It made me laugh quite hard, for I know my father is Arthur Keller."
FALSE,"Sometimes I saw him at his work in the woods, felling trees, and he would greet me with a laugh of inexpressible satisfaction, and a salutation in Canadian French, though he spoke English as well."
FALSE,"She looked at him with her beautiful radiant eyes and seemed to say, ""I like you very much, but please don't laugh at my people."""
FALSE,"Prince Andrew had never before heard Speranski's famous laugh, and this ringing, high-pitched laughter from a statesman made a strange impression on him."
FALSE,"I want to meet that man whom I despise, so as to give him a chance to abort and laugh at me!"
FALSE,"Some people began to laugh, others continued to watch in dismay the executioner who was undressing the other man."
FALSE,He gave a husky laugh at her words.
FALSE,And I'll be there to laugh at you when you do.
FALSE,"She willed herself not to laugh at his joke, but it was hard."
FALSE,Give it a couple of days and we'll laugh about it over a beer.
FALSE,After he influenced her he would ask her to laugh again…and again.
FALSE,It comes over me that in the last two or three pages of this chapter I have used figures which will turn the laugh against me.
FALSE,He began to laugh.
FALSE,"Sometimes that same look fell on Pierre, and that funny lively little girl's look made him inclined to laugh without knowing why."
FALSE,"I was wrong to laugh at Mack, we're getting it still worse, said Nesvitski."
FALSE,She added a snap of her fingers that pulled a quiet laugh from him.
FALSE,"He seldom laughed, but when he did he abandoned himself entirely to his laughter, and after such a laugh she always felt nearer to him."
FALSE,"They laughed and were gay not because there was any reason to laugh, but because gaiety and mirth were in their hearts and so everything that happened was a cause for gaiety and laughter to them."
FALSE,They gave him some more porridge and Morel with a laugh set to work on his third bowl.
FALSE,"Pierre suddenly exclaimed with a laugh, and shifting the baby he gave him to the nurse."
FALSE,"Pierre smiled, Natasha began to laugh, but Nicholas knitted his brows still more and began proving to Pierre that there was no prospect of any great change and that all the danger he spoke of existed only in his imagination."
FALSE,"I can make all my friends laugh because I even bathe my large dogs by having them stand as though they are in what we horse people would call cross ties, but without the ties."
FALSE,"The sound was rough, as if he didn't laugh often."
FALSE,"Wynn was brilliant at small talk, distracting her and making her laugh with his dry, morbid humor."
FALSE,Deidre took some solace from the fact he didn't laugh or throw her out.
FALSE,"A laugh bubbled from within her, along with tears."
FALSE,That produced a laugh from both of them and put the question to rest.
FALSE,Jackson twisted his face in a mock laugh and slapped his knee.
FALSE,She pushed his hand away and her laugh sounded nervous.
FALSE,Her laugh sounded nervous.
FALSE,If I was more of a musical snob or NME hack I'd laugh at this and give it a virtual kicking.
FALSE,"There sat the thorny Sorcerer in his chair of state, and when the Wizard saw him he began to laugh, uttering comical little chuckles."
FALSE,"This made Zeb laugh, in turn, and the boy felt comforted to find that Ozma laughed as merrily at her weeping subject as she had at him."
FALSE,"I think she will laugh when I tell her she is a vertebrate, a mammal, a quadruped; and I shall be very sorry to tell her that she belongs to the order Carnivora."
FALSE,"The idea here is have a good laugh, not to do anything that will involve getting law enforcement involved."
FALSE,The vamp barked a laugh and continued down the hall.
FALSE,"It's rough, he said and gave a surprised laugh."
FALSE,Jule said with a laugh.
FALSE,"To her surprise, he barked a laugh of half-pain from their fall and half-triumph."
FALSE,"Dean made a move toward her, but she scurried out the door with a loud laugh, still naked, dragging her white dress behind her."
FALSE,"She continued to laugh, ""Don't you worry that news will spread, and the townspeople will come after you with torches and stakes?"""
FALSE,I don't want to laugh.
FALSE,The laugh they shared cemented their solidarity.
FALSE,His bronze features were smooth except for the laugh lines at the corners of his eyes.
FALSE,Mary's laugh was more a snort.
FALSE,I didn't mean to laugh at you.
FALSE,She choked back another laugh then turned her attention to the photographer.
FALSE,Gerry was covering up a laugh while Toni appeared startled.
FALSE,"She cleared her throat, trying hard not to laugh."
FALSE,Her startled laugh surprised her.
FALSE,She gave a breathless laugh.
FALSE,"By Darian's occasional laugh and the hungry fire in Xander's features, they enjoyed aborting."
FALSE,"A form leapt in between them, and she recognized the laugh as that of the crazy Grey God."
FALSE,They laugh at his stinginess and disappear.
FALSE,"She had to stifle a laugh.""Okay honey, let's take a breath here."""
FALSE,Jenn hid a sudden laugh behind a cough while Sofi smiled.
FALSE,"They can make you laugh, lust or cry with lyrical dexterity such as I have genuinely never found anywhere else."
FALSE,"In the workplace men, and women now, are expected to laugh at dirty jokes, and even tell dirty jokes, and even tell dirty jokes."
FALSE,"Message I am as they say ' an open book. ' I value honesty, and love to laugh."
FALSE,Spiritual death is their goal and their cackling laugh now resounds in the echoing emptiness of human souls.
FALSE,"Had a really good laugh, was a decent track - the karts were pretty speedy and it was a good group of people."
FALSE,"It even started with some suitably spirited singing, and drew many a laugh from the enthusiastic audience."
FALSE,"The next day, the laugh was the other way."
FALSE,"Mr. Clemens told us many entertaining stories, and made us laugh till we cried."
FALSE,"Katie played with Miss Rhoades's rings and took them away, saying with a merry laugh, ""You shall not have them again!"""
FALSE,"And as he waved his arms to impersonate the policeman, his portly form again shook with a deep ringing laugh, the laugh of one who always eats well and, in particular, drinks well."
FALSE,"You may laugh as much as you like, but all the same Bonaparte is a great general!"
FALSE,This very sentence about Countess Zubova and this same laugh Prince Andrew had already heard from his wife in the presence of others some five times.
FALSE,"Nesvitski with a laugh threw his arms round Prince Andrew, but Bolkonski, turning still paler, pushed him away with an angry look and turned to Zherkov."
FALSE,"Well, if you are in love, marry him! said the countess, with a laugh of annoyance."
FALSE,"Fix what you can, laugh it off and have fun!"
FALSE,We would be embarrassed for a minute and then laugh about it.
FALSE,"I want to laugh with you, cry with you, and spend forever with you, so I take you, [name], as my [wife/husband] today."
FALSE,Will Ferrell has been making people laugh since his first appearance on Saturday Night Live and continues to entertain now that he has a film career and a popular viral video website.
FALSE,"The story is good for a laugh by liberals, given Meghan's father's archaic and old fashioned views on everything from gay marriage to gay adoptions."
FALSE,"Whether it is his mild manner, inquisitive ways or infectious laugh, toddlers are attracted to Elmo."
FALSE,"However, the men who do so in the parades usually only dress that way for a laugh once a year."
FALSE,Dilbert of the eponymous comic strip first popularized them (or not) and they have gained new laugh power as the wardrobe of uber-dweeb Dwight on the TV show The Office.
FALSE,"When you wear cool designs on T shirts, you can make people laugh, inspire a stranger to strike up a conversation with you, or just get a nod of approval in response to the art you've chosen or the witty quip across your chest."
FALSE,Toni asked with a laugh.
FALSE,A smile flickered across his face and turned into a laugh.
FALSE,She gave a startled laugh.
FALSE,He'd laugh at you.
FALSE,His laugh was sardonic.
FALSE,His laugh was short.
FALSE,"When the ambassadors of the senate in treating for peace tried to terrify him with their hints of what the despairing citizens might accomplish, he gave with a laugh his celebrated answer, ""The thicker the hay, the easier mowed!"""
FALSE,His laugh was more a snort.
FALSE,"What about if you sneeze, cough or laugh?"
FALSE,"Occasionally she broke out into a merry laugh, and then she would reach out and touch the mouth of any one who happened to be near her, to see if he were laughing also."
FALSE,"Suddenly, Joanna 's ladylike features, which have been looking benignly tranquil, wrestle heroically and hilariously with the urge to laugh."
FALSE,So just laugh and ignore the friend who keeps teasing you!
FALSE,"When a smile isn't enough, send a hearty laugh."
FALSE,Limousine passengers can laugh and talk without having to worry about being distracted while driving.
FALSE,We started to find humor in our situation and laugh at the craziness of it.
FALSE,This will give the bride and groom a good laugh when they open it.
FALSE,"Michael Richards' comedy set at the Laugh Factory started innocently enough on Friday, November 17."
FALSE,Check out this blog to get a good laugh at Hollywood's most fashion-challenged celebs.
FALSE,"She has made us laugh, cry and even dance in front of our television sets (when no one was looking, of course)."
FALSE,"She was ""discovered"" during a Laugh Factory kids' comedy showcase when a Nickelodeon executive spotted her performance."
FALSE,"Rogen is said to have been inspired by Adam Sandler's comedy album, They're All Gonna Laugh at You!, calling it the funniest thing he's ever heard."
FALSE,"So, when those players in the commercial retire from football and their abs get flabby and their hard muscles transform in to soft flab, maybe someone should point and laugh at them."
FALSE,It wasn't long before he was making international audiences laugh through his stand-up comedy and acting.
FALSE,"When he was eight years old, his mother suffered from rheumatic fever, and he spent lots of time trying to make her laugh."
FALSE,Perhaps this is why a student can laugh at a poop joke on Family Guy and then turn to the biting political satire of The Daily Show.
FALSE,"Remember, the idea is to make them laugh and not to frustrate."
FALSE,Playing computer pranks can be a fun way to share a laugh with someone who will appreciate the joke.
FALSE,"Harmless April Fool's Day pranks and practical jokes are a way to have fun and share a good laugh with family, friends and coworkers."
FALSE,Share a laugh with the person by showing them your piece of fabric and ripping it right in front of them and then plan who you can tempt with the dollar bill on the floor next!
FALSE,"If you want to have fun and enjoy a good laugh with people you know, consider playing funny pranks on each other."
FALSE,"Make sure that your intended victim will think that your actions are all in good fun and laugh with you, as opposed to getting angry."
FALSE,Adding some gummy worms to a person's lunch is a way to get a good laugh in the middle of the day.
FALSE,"Take a break, have a laugh, and learn about more sites that are resourceful all at the same time!"
FALSE,"They are given for the fast, hard laugh and as soon forgotten, such as the cut noose - representing cutting ties with corporate jobs."
FALSE,Games give residents the opportunity to laugh and share their laughter.
FALSE,"If he has a great sense of humor, a gift to make him laugh is appropriate, but if he is more of a serious intellectual, then that may not be the route to go."
